iso3,country_entity,amount,date,country,region_code,region_name,sub_region_code,sub_region_name,intermediate_region_code,intermediate_region_name,m49_code,iso_alpha2_code,is_LDC,is_LLDC,is_SIDS,is_G77,is_EU,is_G20,is_AU,is_P5,is_UN_member,is_OECD,world_bank_income_group,world_bank_lending_category,UN_regional_group,oecd_is_fragile,worldbank_fragility,worldbank_is_fragile,has_rc,has_mco,has_unsdg_framework
COG,Congo,1297584,2020,Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,178,CG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
COG,Congo,1537763,2021,Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,178,CG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
COG,Congo,1145306,2022,Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,178,CG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
COG,Congo,1049489,2023,Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,178,CG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
COG,Congo,1044821,2024,Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,178,CG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
COG,Congo,696434,2025,Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,178,CG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1192660,2019,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1157609,2020,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1363231,2021,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1287006,2022,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1168371,2023,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1800955,2024,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
COD,"Congo, The Democratic Republic of the",1130202,2025,Democratic Republic of the Congo,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,180,CD,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Conflict,TRUE,TRUE,FALSE,TRUE
CRI,Costa Rica,1353940,2019,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CRI,Costa Rica,1475469,2020,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CRI,Costa Rica,1331001,2021,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CRI,Costa Rica,1409272,2022,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CRI,Costa Rica,1292613,2023,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CRI,Costa Rica,1370653,2024,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CRI,Costa Rica,961417,2025,Costa Rica,019,Americas,419,Latin America and the Caribbean,013,Central America,188,CR,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,High income,IBRD,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
CIV,"Côte dIvoire,1237595,2019
CIV,Côte dIvoire",2124579,2020,Côte d’Ivoire,002,Africa,202,Sub-Saharan Africa,011,Western Africa,384,CI,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
CIV,"Côte dIvoire,1363872,2021
CIV,Côte dIvoire",1485059,2022,Côte d’Ivoire,002,Africa,202,Sub-Saharan Africa,011,Western Africa,384,CI,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
CIV,"Côte dIvoire,1664253,2023
CIV,Côte dIvoire",1410929,2024,Côte d’Ivoire,002,Africa,202,Sub-Saharan Africa,011,Western Africa,384,CI,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
CIV,"Côte dIvoire,891158,2025
CUB,Cuba,857509,2019
CUB,Cuba,973797,2020
CUB,Cuba,735902,2021
CUB,Cuba,971342,2022
CUB,Cuba,1014185,2023
CUB,Cuba,927237,2024
CUB,Cuba,569544,2025
DJI,Djibouti,1223233,2019
DJI,Djibouti,1412794,2020
DJI,Djibouti,1457368,2021
DJI,Djibouti,1776144,2022
DJI,Djibouti,1586100,2023
DJI,Djibouti,1500093,2024
DJI,Djibouti,924684,2025
DOM,Dominican Republic,750981,2019
DOM,Dominican Republic,1009674,2020
DOM,Dominican Republic,988174,2021
DOM,Dominican Republic,1229280,2022
DOM,Dominican Republic,1204150,2023
DOM,Dominican Republic,1286183,2024
DOM,Dominican Republic,793630,2025
ECU,Ecuador,1286508,2019
ECU,Ecuador,1640804,2020
ECU,Ecuador,1326512,2021
ECU,Ecuador,1403430,2022
ECU,Ecuador,1106145,2023
ECU,Ecuador,988336,2024
ECU,Ecuador,883179,2025
EGY,Egypt,1191681,2019
EGY,Egypt,1437402,2020
EGY,Egypt,1429424,2021
EGY,Egypt,1550216,2022
EGY,Egypt,1268567,2023
EGY,Egypt,1264460,2024
EGY,Egypt,850048,2025
SLV,El Salvador,752390,2019
SLV,El Salvador,1291218,2020
SLV,El Salvador,1199513,2021
SLV,El Salvador,1251262,2022
SLV,El Salvador,1278706,2023
SLV,El Salvador,1297768,2024
SLV,El Salvador,972710,2025
GNQ,Equatorial Guinea,312564,2019
GNQ,Equatorial Guinea,1308250,2020
GNQ,Equatorial Guinea,1489207,2021
GNQ,Equatorial Guinea,1233530,2022
GNQ,Equatorial Guinea,1753503,2023
GNQ,Equatorial Guinea,1532073,2024
GNQ,Equatorial Guinea,1013941,2025
ERI,Eritrea,725032,2019
ERI,Eritrea,1224041,2020
ERI,Eritrea,1385644,2021
ERI,Eritrea,1402120,2022
ERI,Eritrea,1100901,2023
ERI,Eritrea,1121253,2024
ERI,Eritrea,859319,2025
ETH,Ethiopia,807717,2019
ETH,Ethiopia,1195998,2020
ETH,Ethiopia,1156695,2021
ETH,Ethiopia,1395774,2022
ETH,Ethiopia,1409919,2023
ETH,Ethiopia,2040774,2024
ETH,Ethiopia,927386,2025
FJI,Fiji,1510449,2019
FJI,Fiji,2609616,2020
FJI,Fiji,2876612,2021
FJI,Fiji,2704372,2022
FJI,Fiji,2420263,2023
FJI,Fiji,1904956,2024
FJI,Fiji,1420715,2025
FSM,Micronesia","Federated States of""","0,2019",Côte d’Ivoire,002,Africa,202,Sub-Saharan Africa,011,Western Africa,384,CI,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,Blend,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
FSM,"Micronesia, Federated States of",0,2020,Micronesia (Federated States of),009,Oceania,057,Micronesia,NA,NA,583,FM,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,Institutional and Social Fragility,TRUE,TRUE,TRUE,FALSE
FSM,"Micronesia, Federated States of",494465,2021,Micronesia (Federated States of),009,Oceania,057,Micronesia,NA,NA,583,FM,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,Institutional and Social Fragility,TRUE,TRUE,TRUE,FALSE
FSM,"Micronesia, Federated States of",1880244,2022,Micronesia (Federated States of),009,Oceania,057,Micronesia,NA,NA,583,FM,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,Institutional and Social Fragility,TRUE,TRUE,TRUE,FALSE
FSM,"Micronesia, Federated States of",2267426,2023,Micronesia (Federated States of),009,Oceania,057,Micronesia,NA,NA,583,FM,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,Institutional and Social Fragility,TRUE,TRUE,TRUE,FALSE
FSM,"Micronesia, Federated States of",1686488,2024,Micronesia (Federated States of),009,Oceania,057,Micronesia,NA,NA,583,FM,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,Institutional and Social Fragility,TRUE,TRUE,TRUE,FALSE
FSM,"Micronesia, Federated States of",1398856,2025,Micronesia (Federated States of),009,Oceania,057,Micronesia,NA,NA,583,FM,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Lower middle income,IDA,Asia-Pacific States,FALSE,Institutional and Social Fragility,TRUE,TRUE,TRUE,FALSE
GAB,Gabon,1117586,2019,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GAB,Gabon,1280733,2020,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GAB,Gabon,1358151,2021,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GAB,Gabon,1521997,2022,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GAB,Gabon,1063834,2023,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GAB,Gabon,1229459,2024,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GAB,Gabon,763915,2025,Gabon,002,Africa,202,Sub-Saharan Africa,017,Middle Africa,266,GA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Upper middle income,IBRD,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,901161,2019,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,1127833,2020,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,1140924,2021,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,1259519,2022,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,894964,2023,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,758844,2024,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GMB,Gambia,509565,2025,Gambia,002,Africa,202,Sub-Saharan Africa,011,Western Africa,270,GM,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,925457,2019,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,882524,2020,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,814093,2021,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,891888,2022,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,1104446,2023,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,1303599,2024,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GEO,Georgia,777247,2025,Georgia,142,Asia,145,Western Asia,NA,NA,268,GE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Eastern European States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,434005,2019,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,882056,2020,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,1217650,2021,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,1200320,2022,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,1184137,2023,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,1054890,2024,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GHA,Ghana,679226,2025,Ghana,002,Africa,202,Sub-Saharan Africa,011,Western Africa,288,GH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,FALSE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1161014,2019,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1600741,2020,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1731509,2021,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1601252,2022,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1760196,2023,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1930168,2024,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GTM,Guatemala,1124221,2025,Guatemala,019,Americas,419,Latin America and the Caribbean,013,Central America,320,GT,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Upper middle income,IBRD,Latin American and Caribbean States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,693125,2019,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,1401584,2020,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,1652544,2021,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,1681464,2022,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,1421756,2023,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,1414407,2024,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GIN,Guinea,843193,2025,Guinea,002,Africa,202,Sub-Saharan Africa,011,Western Africa,324,GN,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Lower middle income,IDA,African States,TRUE,NA,FALSE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,692632,2019,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,1161925,2020,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,1523261,2021,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,1521052,2022,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,1262210,2023,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,1308384,2024,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GNB,Guinea-Bissau,945719,2025,Guinea-Bissau,002,Africa,202,Sub-Saharan Africa,011,Western Africa,624,GW,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Low income,IDA,African States,TRUE,Institutional and Social Fragility,TRUE,TRUE,FALSE,TRUE
GUY,Guyana,991990,2019,Guyana,019,Americas,419,Latin America and the Caribbean,005,South America,328,GY,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IDA,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,FALSE
GUY,Guyana,1031605,2020,Guyana,019,Americas,419,Latin America and the Caribbean,005,South America,328,GY,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,High income,IDA,Latin American and Caribbean States,FALSE,NA,FALSE,TRUE,FALSE,FALSE
